Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,5.36,0.22,0.12,0.0,0.0,0.0,0.27
02:15 - 02:30,5.07,0.26,0.09,0.0,0.0,0.0,0.27
02:30 - 02:45,4.91,0.26,0.09,0.0,0.0,0.0,0.27
02:45 - 03:00,4.61,0.25,0.09,0.0,0.0,0.0,0.27
03:00 - 03:15,4.45,0.27,0.09,0.0,0.0,0.05,0.29
03:15 - 03:30,3.82,0.21,0.1,0.01,0.0,0.01,0.2
03:30 - 03:45,3.46,0.2,0.05,0.0,0.0,0.0,0.2
03:45 - 04:00,3.36,0.19,0.02,0.0,0.0,0.0,0.23
04:00 - 04:15,3.26,0.19,0.0,0.0,0.0,0.0,0.34
04:15 - 04:30,3.05,0.19,0.0,0.0,0.0,0.0,0.34
04:30 - 04:45,3.26,0.19,0.01,0.0,0.0,0.05,0.34
04:45 - 05:00,3.14,0.19,0.0,0.0,0.0,0.09,0.31
05:00 - 05:15,2.79,0.15,0.0,0.0,0.0,0.01,0.22
05:15 - 05:30,2.78,0.1,0.0,0.0,0.0,0.0,0.25
05:30 - 05:45,2.93,0.09,0.11,0.0,0.0,0.0,0.47
05:45 - 06:00,3.53,0.19,0.0,0.0,0.0,0.0,0.37
06:00 - 06:15,4.13,0.26,0.04,0.0,0.0,0.0,0.33
06:15 - 06:30,4.61,0.29,0.09,0.0,0.0,0.01,0.33
06:30 - 06:45,5.14,0.21,0.03,0.11,0.0,0.0,0.3
06:45 - 07:00,5.8,0.2,0.23,0.1,0.0,0.0,0.25
07:00 - 07:15,6.98,0.42,0.18,0.0,0.0,0.0,0.36
07:15 - 07:30,7.72,0.45,0.07,0.0,0.0,0.0,0.38
07:30 - 07:45,8.25,0.38,0.0,0.0,0.0,0.0,0.38
07:45 - 08:00,8.67,0.34,0.07,0.0,0.0,0.07,0.26
08:00 - 08:15,9.06,0.28,0.16,0.0,0.0,0.01,0.25
08:15 - 08:30,10.34,0.28,0.05,0.0,0.0,0.1,0.48
08:30 - 08:45,10.44,0.29,0.16,0.01,0.0,0.11,0.26
08:45 - 09:00,10.34,0.38,0.13,0.0,0.0,0.1,0.08
09:00 - 09:15,10.72,0.3,0.2,0.01,0.0,0.1,0.18
09:15 - 09:30,11.4,0.33,0.21,0.0,0.0,0.14,0.48
09:30 - 09:45,11.71,0.29,0.35,0.0,0.0,0.12,0.3
09:45 - 10:00,11.65,0.28,0.28,0.07,0.0,0.17,0.21
10:00 - 10:15,11.8,0.38,0.39,0.04,0.0,0.11,0.62
10:15 - 10:30,12.57,0.54,0.56,0.02,0.0,0.14,0.74
10:30 - 10:45,12.43,0.48,0.56,0.04,0.0,0.2,0.49
10:45 - 11:00,12.09,0.49,0.51,0.09,0.0,0.04,0.38
11:00 - 11:15,12.59,0.48,0.51,0.09,0.0,0.0,0.67
11:15 - 11:30,12.46,0.39,0.7,0.07,0.0,0.2,0.34
11:30 - 11:45,12.04,0.72,0.39,0.07,0.0,0.0,0.48
11:45 - 12:00,12.03,0.65,0.54,0.05,0.0,0.0,0.47
12:00 - 12:15,11.58,0.68,0.45,0.05,0.0,0.01,0.71
12:15 - 12:30,11.71,0.72,0.57,0.06,0.01,0.08,0.36
12:30 - 12:45,11.46,0.47,0.31,0.09,0.0,0.0,0.82
12:45 - 13:00,11.14,0.41,0.24,0.0,0.0,0.03,0.64
13:00 - 13:15,11.4,0.45,0.27,0.0,0.0,0.07,0.3
13:15 - 13:30,11.63,0.43,0.36,0.0,0.0,0.0,0.33
13:30 - 13:45,11.93,0.48,0.36,0.01,0.0,0.29,0.32
13:45 - 14:00,12.28,0.47,0.34,0.0,0.0,0.15,0.48
14:00 - 14:15,12.32,0.41,0.65,0.0,0.0,0.1,0.82
14:15 - 14:30,12.31,0.17,0.78,0.0,0.01,0.1,1.02
14:30 - 14:45,12.4,0.19,0.93,0.0,0.0,0.01,0.88
14:45 - 15:00,12.84,0.17,0.74,0.0,0.02,0.01,0.54
15:00 - 15:15,12.64,0.28,0.59,0.0,0.07,0.02,0.61
15:15 - 15:30,12.85,0.26,0.32,0.09,0.01,0.01,0.84
15:30 - 15:45,12.99,0.36,0.41,0.03,0.0,0.02,0.67
15:45 - 16:00,13.62,0.43,0.64,0.02,0.0,0.01,0.33
16:00 - 16:15,13.91,0.24,0.72,0.03,0.0,0.07,0.61
16:15 - 16:30,13.88,0.43,0.66,0.1,0.01,0.01,0.52
16:30 - 16:45,14.09,0.49,0.54,0.15,0.0,0.0,0.43
16:45 - 17:00,14.54,0.28,0.69,0.17,0.0,0.06,0.37
17:00 - 17:15,14.84,0.23,0.73,0.21,0.0,0.09,0.22
17:15 - 17:30,16.23,0.2,0.85,0.24,0.0,0.1,0.24
17:30 - 17:45,16.76,0.22,0.73,0.23,0.0,0.13,0.46
17:45 - 18:00,17.09,0.25,0.72,0.26,0.0,0.28,0.61
18:00 - 18:15,17.59,0.53,0.71,0.18,0.0,0.16,0.55
18:15 - 18:30,18.43,0.53,0.8,0.17,0.0,0.08,0.57
18:30 - 18:45,19.39,0.72,0.75,0.23,0.0,0.06,0.76
18:45 - 19:00,20.5,0.9,0.7,0.22,0.0,0.26,0.49
19:00 - 19:15,22.5,0.68,0.7,0.16,0.0,0.21,0.32
19:15 - 19:30,23.86,0.39,0.85,0.17,0.0,0.32,0.38
19:30 - 19:45,25.87,0.46,0.75,0.16,0.0,0.12,0.42
19:45 - 20:00,26.5,0.61,0.61,0.16,0.0,0.28,0.64
20:00 - 20:15,27.61,1.04,0.74,0.18,0.0,0.31,0.65
20:15 - 20:30,28.84,0.65,0.74,0.2,0.0,0.12,0.51
20:30 - 20:45,31.05,0.43,0.69,0.23,0.01,0.2,0.45
20:45 - 21:00,31.84,0.38,0.65,0.23,0.0,0.29,0.33
21:00 - 21:15,33.26,0.37,0.81,0.1,0.01,0.36,0.52
21:15 - 21:30,33.34,0.47,0.81,0.01,0.01,0.19,0.79
21:30 - 21:45,33.85,0.43,0.94,0.01,0.04,0.1,0.69
21:45 - 22:00,34.15,0.45,0.8,0.0,0.02,0.16,0.56
22:00 - 22:15,33.89,0.61,0.73,0.02,0.0,0.14,0.32
22:15 - 22:30,34.98,0.63,0.84,0.0,0.0,0.14,0.27
22:30 - 22:45,33.12,0.72,0.83,0.0,0.01,0.29,0.48
22:45 - 23:00,31.74,0.43,0.39,0.0,0.0,0.15,0.69
23:00 - 23:15,30.71,0.44,0.35,0.05,0.0,0.13,0.74
23:15 - 23:30,27.99,0.43,0.22,0.0,0.0,0.1,0.75
23:30 - 23:45,24.4,0.35,0.26,0.0,0.03,0.15,0.52
23:45 - 24:00,19.53,0.3,0.39,0.0,0.01,0.12,0.22
24:00 - 24:15,15.35,0.37,0.29,0.0,0.0,0.08,0.12
24:15 - 24:30,13.41,0.15,0.26,0.0,0.0,0.12,0.15
24:30 - 24:45,12.46,0.09,0.14,0.0,0.0,0.13,0.13
24:45 - 25:00,10.22,0.01,0.13,0.01,0.0,0.15,0.01
25:00 - 25:15,8.41,0.04,0.13,0.0,0.0,0.08,0.1
25:15 - 25:30,7.59,0.08,0.13,0.0,0.0,0.08,0.09
25:30 - 25:45,5.96,0.08,0.08,0.0,0.0,0.08,0.0
25:45 - 26:00,4.97,0.09,0.05,0.0,0.0,0.11,0.0
Whole day,14.11,0.36,0.4,0.05,0.0,0.09,0.42
06:00,4.22,0.23,0.0,0.0,0.0,0.0,0.33
06:01,4.31,0.23,0.0,0.0,0.0,0.0,0.33
06:02,4.31,0.23,0.0,0.0,0.0,0.0,0.33
06:03,4.16,0.23,0.0,0.0,0.0,0.0,0.33
06:04,4.05,0.11,0.2,0.0,0.0,0.0,0.33
06:05,4.23,0.29,0.2,0.0,0.0,0.0,0.33
06:06,4.06,0.29,0.2,0.0,0.0,0.0,0.33
06:07,4.06,0.29,0.0,0.0,0.0,0.0,0.33
06:08,4.06,0.29,0.0,0.0,0.0,0.0,0.33
06:09,4.06,0.29,0.0,0.0,0.0,0.0,0.33
06:10,4.06,0.29,0.0,0.0,0.0,0.0,0.33
06:11,4.06,0.29,0.0,0.0,0.0,0.0,0.33
06:12,4.06,0.29,0.0,0.0,0.0,0.0,0.33
06:13,4.15,0.29,0.0,0.0,0.0,0.0,0.33
06:14,4.15,0.29,0.0,0.0,0.0,0.0,0.33
06:15,4.21,0.29,0.0,0.0,0.0,0.0,0.33
06:16,4.21,0.29,0.2,0.0,0.0,0.0,0.33
06:17,4.21,0.29,0.0,0.0,0.0,0.0,0.33
06:18,4.5,0.29,0.0,0.0,0.0,0.08,0.33
06:19,4.32,0.29,0.0,0.0,0.0,0.0,0.33
06:20,4.43,0.4,0.0,0.0,0.0,0.0,0.33
06:21,4.67,0.4,0.0,0.0,0.0,0.0,0.33
06:22,5.08,0.29,0.0,0.0,0.0,0.0,0.33
06:23,5.08,0.29,0.0,0.0,0.0,0.0,0.33
06:24,4.83,0.29,0.2,0.0,0.0,0.0,0.33
06:25,4.7,0.29,0.2,0.0,0.0,0.0,0.33
06:26,4.79,0.29,0.2,0.0,0.0,0.0,0.33
06:27,4.79,0.29,0.2,0.0,0.0,0.0,0.33
06:28,4.68,0.18,0.2,0.0,0.0,0.0,0.33
06:29,4.68,0.18,0.2,0.0,0.0,0.0,0.33
06:30,4.36,0.18,0.2,0.0,0.0,0.0,0.33
06:31,4.67,0.18,0.0,0.11,0.0,0.0,0.33
06:32,4.67,0.18,0.0,0.11,0.0,0.0,0.33
06:33,4.99,0.18,0.0,0.11,0.0,0.0,0.33
06:34,5.44,0.18,0.2,0.11,0.0,0.0,0.33
06:35,5.32,0.18,0.0,0.11,0.0,0.0,0.33
06:36,5.32,0.18,0.0,0.11,0.0,0.0,0.33
06:37,5.22,0.18,0.0,0.11,0.0,0.0,0.33
06:38,5.22,0.18,0.0,0.18,0.0,0.0,0.33
06:39,5.12,0.26,0.0,0.11,0.0,0.0,0.33
06:40,5.23,0.26,0.0,0.11,0.0,0.0,0.25
06:41,5.2,0.25,0.0,0.11,0.0,0.0,0.25
06:42,5.24,0.25,0.0,0.11,0.0,0.0,0.25
06:43,5.38,0.25,0.0,0.11,0.0,0.0,0.25
06:44,5.66,0.25,0.1,0.11,0.0,0.0,0.25
06:45,5.37,0.18,0.1,0.11,0.0,0.0,0.25
06:46,5.14,0.18,0.2,0.11,0.0,0.0,0.25
06:47,5.49,0.18,0.2,0.11,0.0,0.0,0.25
06:48,5.64,0.18,0.2,0.11,0.0,0.0,0.25
06:49,5.71,0.18,0.31,0.11,0.0,0.0,0.25
06:50,5.87,0.18,0.31,0.11,0.0,0.0,0.25
06:51,6.01,0.18,0.31,0.11,0.0,0.0,0.25
06:52,6.01,0.18,0.31,0.11,0.0,0.0,0.25
06:53,5.92,0.18,0.21,0.11,0.0,0.0,0.25
06:54,5.93,0.18,0.21,0.11,0.0,0.0,0.25
06:55,6.04,0.18,0.31,0.11,0.0,0.0,0.25
06:56,5.85,0.18,0.21,0.11,0.0,0.0,0.25
06:57,5.85,0.18,0.21,0.11,0.0,0.0,0.25
06:58,5.93,0.29,0.21,0.0,0.0,0.0,0.25
06:59,6.19,0.29,0.21,0.0,0.0,0.0,0.25
07:00,6.19,0.29,0.21,0.0,0.0,0.0,0.25
07:01,6.24,0.38,0.21,0.0,0.0,0.0,0.25
07:02,6.59,0.38,0.21,0.0,0.0,0.0,0.38
07:03,6.7,0.38,0.21,0.0,0.0,0.0,0.38
07:04,6.92,0.46,0.21,0.0,0.0,0.0,0.38
07:05,6.9,0.46,0.21,0.0,0.0,0.0,0.38
07:06,7.08,0.46,0.21,0.0,0.0,0.0,0.38
07:07,7.21,0.46,0.21,0.0,0.0,0.0,0.38
07:08,7.38,0.46,0.21,0.0,0.0,0.0,0.38
07:09,7.27,0.46,0.1,0.0,0.0,0.0,0.38
07:10,7.1,0.46,0.1,0.0,0.0,0.0,0.38
07:11,7.3,0.46,0.1,0.0,0.0,0.0,0.38
07:12,7.3,0.38,0.1,0.0,0.0,0.0,0.38
07:13,7.3,0.38,0.23,0.0,0.0,0.0,0.38
07:14,7.3,0.38,0.23,0.0,0.0,0.0,0.38
07:15,7.61,0.51,0.1,0.0,0.0,0.0,0.38
07:16,7.38,0.38,0.1,0.0,0.0,0.0,0.38
07:17,7.38,0.38,0.1,0.0,0.0,0.0,0.38
07:18,7.65,0.46,0.1,0.0,0.0,0.0,0.38
07:19,7.57,0.51,0.1,0.0,0.0,0.0,0.38
07:20,7.91,0.51,0.1,0.0,0.0,0.0,0.38
07:21,7.91,0.51,0.1,0.0,0.0,0.0,0.38
07:22,7.84,0.43,0.1,0.0,0.0,0.0,0.38
07:23,7.94,0.43,0.1,0.0,0.0,0.0,0.38
07:24,7.8,0.43,0.1,0.0,0.0,0.0,0.38
07:25,7.7,0.43,0.1,0.0,0.0,0.0,0.38
07:26,7.7,0.43,0.0,0.0,0.0,0.0,0.38
07:27,7.81,0.43,0.0,0.0,0.0,0.0,0.38
07:28,7.81,0.43,0.0,0.0,0.0,0.0,0.38
07:29,7.87,0.43,0.0,0.0,0.0,0.0,0.38
07:30,7.82,0.43,0.0,0.07,0.0,0.0,0.38
07:31,7.89,0.51,0.0,0.0,0.0,0.0,0.38
07:32,8.08,0.51,0.0,0.0,0.0,0.0,0.38
07:33,8.3,0.51,0.0,0.0,0.0,0.0,0.38
07:34,8.3,0.51,0.0,0.0,0.0,0.0,0.38
07:35,8.38,0.43,0.0,0.0,0.0,0.0,0.38
07:36,8.38,0.43,0.0,0.0,0.0,0.0,0.38
07:37,8.2,0.43,0.0,0.0,0.0,0.0,0.38
07:38,8.58,0.27,0.0,0.0,0.0,0.0,0.38
07:39,8.5,0.27,0.0,0.0,0.0,0.0,0.38
07:40,8.5,0.27,0.0,0.0,0.0,0.0,0.38
07:41,8.12,0.27,0.0,0.0,0.0,0.0,0.38
07:42,8.26,0.27,0.0,0.0,0.0,0.0,0.38
07:43,8.21,0.27,0.0,0.0,0.0,0.0,0.38
07:44,8.21,0.27,0.0,0.0,0.0,0.0,0.38
07:45,8.28,0.35,0.0,0.0,0.0,0.0,0.47
07:46,8.44,0.35,0.0,0.0,0.0,0.0,0.47
07:47,8.54,0.35,0.0,0.0,0.0,0.0,0.47
07:48,8.62,0.35,0.0,0.0,0.0,0.0,0.38
07:49,8.62,0.35,0.0,0.0,0.0,0.0,0.38
07:50,8.39,0.35,0.0,0.0,0.0,0.0,0.38
07:51,8.62,0.35,0.0,0.0,0.0,0.0,0.38
07:52,8.58,0.35,0.0,0.0,0.0,0.25,0.13
07:53,8.75,0.35,0.0,0.0,0.0,0.25,0.13
07:54,8.75,0.35,0.0,0.0,0.0,0.25,0.13
07:55,8.99,0.35,0.0,0.0,0.0,0.25,0.13
07:56,8.87,0.35,0.25,0.0,0.0,0.0,0.13
07:57,8.83,0.33,0.25,0.0,0.0,0.0,0.13
07:58,8.9,0.33,0.25,0.0,0.0,0.0,0.13
07:59,8.9,0.27,0.25,0.0,0.0,0.0,0.13
08:00,9.18,0.27,0.25,0.0,0.0,0.0,0.13
08:01,8.94,0.28,0.25,0.0,0.0,0.0,0.13
08:02,8.94,0.28,0.25,0.0,0.0,0.0,0.36
08:03,8.85,0.28,0.25,0.0,0.0,0.0,0.36
08:04,8.85,0.28,0.25,0.0,0.0,0.0,0.36
08:05,9.1,0.28,0.25,0.0,0.0,0.0,0.36
08:06,8.96,0.28,0.25,0.0,0.0,0.0,0.13
08:07,8.91,0.28,0.25,0.0,0.0,0.0,0.13
08:08,8.78,0.28,0.0,0.0,0.0,0.0,0.13
08:09,8.78,0.28,0.0,0.0,0.0,0.0,0.13
08:10,9.24,0.28,0.0,0.0,0.0,0.0,0.13
08:11,9.38,0.28,0.1,0.0,0.0,0.0,0.35
08:12,9.31,0.28,0.1,0.0,0.0,0.0,0.35
08:13,9.31,0.28,0.1,0.0,0.0,0.0,0.35
08:14,9.4,0.28,0.1,0.0,0.0,0.1,0.35
08:15,9.86,0.28,0.1,0.0,0.0,0.1,0.35
08:16,10.02,0.28,0.1,0.0,0.0,0.1,0.35
08:17,10.18,0.28,0.1,0.0,0.0,0.1,0.35
08:18,10.26,0.28,0.0,0.0,0.0,0.1,0.35
08:19,10.37,0.28,0.1,0.0,0.0,0.1,0.35
08:20,10.48,0.28,0.1,0.0,0.0,0.1,0.35
08:21,10.31,0.28,0.0,0.0,0.0,0.1,0.35
08:22,10.19,0.28,0.0,0.0,0.0,0.1,0.6
08:23,10.12,0.28,0.0,0.0,0.0,0.1,0.6
08:24,10.22,0.28,0.0,0.0,0.0,0.1,0.6
08:25,10.4,0.28,0.0,0.0,0.0,0.1,0.6
08:26,10.5,0.28,0.0,0.0,0.0,0.1,0.6
08:27,10.69,0.28,0.1,0.0,0.0,0.1,0.6
08:28,10.69,0.28,0.1,0.0,0.0,0.1,0.6
08:29,10.76,0.28,0.1,0.0,0.0,0.1,0.6
08:30,10.76,0.28,0.1,0.0,0.0,0.1,0.6
08:31,10.65,0.28,0.1,0.0,0.0,0.32,0.38
08:32,10.65,0.28,0.1,0.08,0.0,0.1,0.38
08:33,10.65,0.28,0.17,0.0,0.0,0.1,0.38
08:34,10.42,0.28,0.17,0.0,0.0,0.1,0.38
08:35,10.34,0.28,0.17,0.0,0.0,0.1,0.38
08:36,10.1,0.28,0.17,0.0,0.0,0.1,0.38
08:37,10.43,0.28,0.17,0.0,0.0,0.1,0.13
08:38,10.33,0.28,0.17,0.0,0.0,0.1,0.13
08:39,10.42,0.28,0.17,0.0,0.0,0.1,0.13
08:40,10.55,0.28,0.17,0.0,0.0,0.1,0.13
08:41,10.66,0.34,0.17,0.0,0.0,0.1,0.13
08:42,10.35,0.34,0.17,0.0,0.0,0.1,0.13
08:43,10.28,0.34,0.17,0.0,0.0,0.1,0.13
08:44,10.04,0.34,0.17,0.0,0.0,0.1,0.13
08:45,10.12,0.42,0.1,0.0,0.0,0.1,0.13
08:46,10.12,0.42,0.1,0.0,0.0,0.1,0.13
08:47,10.01,0.34,0.1,0.0,0.0,0.1,0.21
08:48,10.1,0.42,0.1,0.0,0.0,0.1,0.13
08:49,10.34,0.42,0.1,0.0,0.0,0.1,0.13
08:50,10.1,0.42,0.1,0.0,0.0,0.1,0.13
08:51,10.09,0.42,0.1,0.0,0.0,0.1,0.13
08:52,10.29,0.42,0.1,0.0,0.0,0.1,0.13
08:53,10.52,0.35,0.1,0.0,0.0,0.1,0.13
08:54,10.39,0.35,0.1,0.0,0.0,0.1,0.0
08:55,10.57,0.35,0.21,0.0,0.0,0.1,0.0
08:56,10.57,0.35,0.21,0.0,0.0,0.1,0.0
08:57,10.58,0.35,0.21,0.0,0.0,0.1,0.0
08:58,10.81,0.35,0.21,0.0,0.0,0.1,0.0
08:59,10.45,0.35,0.21,0.0,0.0,0.1,0.0
09:00,10.15,0.35,0.21,0.0,0.0,0.1,0.0
09:01,10.17,0.35,0.21,0.0,0.0,0.1,0.0
09:02,10.59,0.35,0.21,0.0,0.0,0.1,0.09
09:03,10.5,0.35,0.21,0.0,0.0,0.1,0.09
09:04,10.54,0.35,0.1,0.0,0.0,0.1,0.09
09:05,10.85,0.28,0.21,0.0,0.0,0.1,0.16
09:06,10.72,0.28,0.21,0.0,0.0,0.1,0.16
09:07,10.72,0.28,0.21,0.0,0.0,0.1,0.16
09:08,10.64,0.28,0.21,0.0,0.0,0.1,0.26
09:09,10.73,0.28,0.21,0.0,0.0,0.1,0.26
09:10,10.8,0.28,0.21,0.0,0.0,0.1,0.26
09:11,10.95,0.28,0.21,0.09,0.0,0.1,0.26
09:12,11.04,0.28,0.21,0.09,0.0,0.1,0.26
09:13,11.32,0.28,0.21,0.0,0.0,0.1,0.26
09:14,11.09,0.28,0.29,0.0,0.0,0.1,0.39
09:15,11.09,0.28,0.29,0.0,0.0,0.1,0.26
09:16,11.2,0.28,0.21,0.0,0.0,0.18,0.38
09:17,11.1,0.28,0.21,0.0,0.0,0.18,0.38
09:18,11.16,0.34,0.21,0.0,0.0,0.18,0.38
09:19,11.16,0.34,0.21,0.0,0.0,0.18,0.38
09:20,11.11,0.34,0.21,0.0,0.0,0.18,0.38
09:21,11.11,0.34,0.21,0.0,0.0,0.18,0.38
09:22,11.11,0.34,0.21,0.0,0.0,0.18,0.38
09:23,11.56,0.34,0.21,0.0,0.0,0.1,0.63
09:24,11.56,0.34,0.21,0.0,0.0,0.1,0.63
09:25,11.46,0.34,0.21,0.0,0.0,0.1,0.63
09:26,11.59,0.34,0.21,0.0,0.0,0.1,0.63
09:27,11.72,0.34,0.21,0.0,0.0,0.1,0.63
09:28,11.9,0.34,0.21,0.0,0.0,0.1,0.63
09:29,12.12,0.34,0.21,0.0,0.0,0.1,0.55
