Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,6.09,0.09,0.09,0.0,0.0,0.0,0.55
02:15 - 02:30,5.48,0.01,0.09,0.0,0.0,0.0,0.47
02:30 - 02:45,4.67,0.0,0.09,0.0,0.0,0.0,0.47
02:45 - 03:00,4.27,0.0,0.09,0.0,0.0,0.0,0.41
03:00 - 03:15,3.9,0.0,0.09,0.0,0.0,0.0,0.33
03:15 - 03:30,3.53,0.0,0.09,0.0,0.0,0.0,0.02
03:30 - 03:45,3.16,0.0,0.09,0.02,0.0,0.0,0.0
03:45 - 04:00,2.86,0.0,0.11,0.0,0.0,0.0,0.09
04:00 - 04:15,2.7,0.0,0.17,0.0,0.0,0.0,0.22
04:15 - 04:30,2.44,0.02,0.15,0.0,0.0,0.0,0.24
04:30 - 04:45,2.4,0.02,0.09,0.07,0.0,0.0,0.24
04:45 - 05:00,2.53,0.01,0.09,0.15,0.0,0.0,0.31
05:00 - 05:15,2.67,0.15,0.11,0.07,0.0,0.02,0.51
05:15 - 05:30,3.02,0.32,0.2,0.01,0.04,0.0,0.49
05:30 - 05:45,3.14,0.4,0.17,0.0,0.01,0.0,0.49
05:45 - 06:00,3.96,0.47,0.19,0.0,0.0,0.0,0.49
06:00 - 06:15,4.84,0.58,0.29,0.0,0.0,0.0,0.4
06:15 - 06:30,5.32,0.45,0.55,0.0,0.0,0.0,0.36
06:30 - 06:45,5.52,0.22,0.49,0.0,0.01,0.0,0.36
06:45 - 07:00,6.38,0.12,0.32,0.0,0.21,0.0,0.38
07:00 - 07:15,7.24,0.12,0.39,0.0,0.27,0.0,0.36
07:15 - 07:30,7.57,0.37,0.4,0.0,0.27,0.01,0.37
07:30 - 07:45,7.84,0.44,0.44,0.02,0.27,0.12,0.41
07:45 - 08:00,7.82,0.4,0.39,0.0,0.21,0.06,0.37
08:00 - 08:15,8.82,0.43,0.5,0.0,0.16,0.0,0.22
08:15 - 08:30,8.77,0.2,0.46,0.0,0.16,0.0,0.31
08:30 - 08:45,9.14,0.3,0.51,0.0,0.16,0.1,0.22
08:45 - 09:00,9.45,0.45,0.57,0.0,0.16,0.0,0.22
09:00 - 09:15,9.38,0.18,0.46,0.0,0.16,0.06,0.46
09:15 - 09:30,9.11,0.18,0.51,0.0,0.16,0.05,0.56
09:30 - 09:45,8.49,0.18,0.42,0.0,0.16,0.14,0.43
09:45 - 10:00,8.92,0.15,0.39,0.0,0.16,0.28,0.3
10:00 - 10:15,8.86,0.11,0.31,0.04,0.14,0.21,0.36
10:15 - 10:30,8.94,0.1,0.44,0.08,0.0,0.27,0.62
10:30 - 10:45,8.29,0.11,0.5,0.08,0.0,0.2,0.64
10:45 - 11:00,8.27,0.17,0.84,0.04,0.0,0.2,0.41
11:00 - 11:15,8.72,0.19,0.88,0.0,0.0,0.27,0.74
11:15 - 11:30,9.16,0.18,0.82,0.02,0.0,0.48,0.75
11:30 - 11:45,9.25,0.21,0.74,0.0,0.0,0.19,0.78
11:45 - 12:00,8.92,0.17,0.46,0.0,0.0,0.08,0.7
12:00 - 12:15,8.91,0.24,0.52,0.0,0.01,0.04,0.83
12:15 - 12:30,8.81,0.35,0.43,0.07,0.0,0.06,0.69
12:30 - 12:45,8.86,0.24,0.43,0.07,0.0,0.06,0.57
12:45 - 13:00,8.8,0.26,0.43,0.01,0.0,0.04,0.37
13:00 - 13:15,9.43,0.3,0.46,0.0,0.0,0.08,0.56
