Timebands,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,0.2,0.0,0.0,0.0,0.01,0.22
02:15 - 02:30,0.26,0.0,0.0,0.0,0.0,0.22
02:30 - 02:45,0.16,0.0,0.0,0.0,0.0,0.22
02:45 - 03:00,0.09,0.01,0.0,0.0,0.0,0.22
03:00 - 03:15,0.09,0.0,0.0,0.0,0.0,0.22
03:15 - 03:30,0.15,0.0,0.0,0.01,0.01,0.22
03:30 - 03:45,0.18,0.0,0.0,0.0,0.0,0.22
03:45 - 04:00,0.17,0.05,0.04,0.0,0.0,0.22
04:00 - 04:15,0.17,0.09,0.0,0.0,0.0,0.13
04:15 - 04:30,0.18,0.03,0.04,0.0,0.0,0.1
04:30 - 04:45,0.26,0.0,0.0,0.0,0.0,0.09
04:45 - 05:00,0.22,0.04,0.0,0.0,0.0,0.09
05:00 - 05:15,0.17,0.0,0.04,0.0,0.0,0.13
05:15 - 05:30,0.18,0.0,0.0,0.0,0.0,0.13
05:30 - 05:45,0.21,0.07,0.0,0.0,0.0,0.37
05:45 - 06:00,0.33,0.33,0.0,0.0,0.0,0.29
Medie 2-6,0.19,0.04,0.01,0.0,0.0,0.19
06:00 - 06:15,0.45,0.36,0.0,0.0,0.0,0.24
06:15 - 06:30,0.44,0.21,0.0,0.0,0.0,0.12
06:30 - 06:45,0.22,0.28,0.0,0.0,0.0,0.23
06:45 - 07:00,0.24,0.22,0.0,0.0,0.0,0.11
07:00 - 07:15,0.28,0.27,0.0,0.08,0.0,0.24
07:15 - 07:30,0.25,0.31,0.0,0.08,0.01,0.23
07:30 - 07:45,0.33,0.25,0.0,0.11,0.01,0.21
07:45 - 08:00,0.17,0.1,0.0,0.15,0.0,0.38
08:00 - 08:15,0.4,0.21,0.0,0.09,0.0,0.8
08:15 - 08:30,0.42,0.39,0.0,0.13,0.06,0.82
08:30 - 08:45,0.55,0.5,0.0,0.08,0.07,0.47
08:45 - 09:00,0.44,0.4,0.0,0.0,0.0,0.47
Medie 6-9,0.35,0.29,0.0,0.06,0.01,0.36
09:00 - 09:15,0.28,0.3,0.0,0.0,0.08,0.49
09:15 - 09:30,0.38,0.35,0.0,0.0,0.01,0.45
09:30 - 09:45,0.36,0.38,0.0,0.0,0.0,0.47
09:45 - 10:00,0.23,0.33,0.0,0.0,0.0,0.55
10:00 - 10:15,0.21,0.28,0.0,0.0,0.08,0.85
10:15 - 10:30,0.14,0.34,0.03,0.0,0.1,1.01
10:30 - 10:45,0.17,0.53,0.06,0.0,0.1,0.89
10:45 - 11:00,0.1,0.61,0.09,0.0,0.1,0.88
11:00 - 11:15,0.08,0.56,0.02,0.0,0.08,1.11
11:15 - 11:30,0.13,0.62,0.03,0.0,0.03,1.09
11:30 - 11:45,0.11,0.45,0.0,0.07,0.0,0.97
11:45 - 12:00,0.26,0.5,0.0,0.0,0.0,0.63
Medie 9-12,0.2,0.44,0.02,0.01,0.05,0.78
12:00 - 12:15,0.25,0.54,0.0,0.0,0.0,0.99
12:15 - 12:30,0.46,0.57,0.0,0.0,0.0,1.2
12:30 - 12:45,0.33,0.63,0.0,0.0,0.01,1.1
12:45 - 13:00,0.3,0.8,0.0,0.0,0.01,0.68
13:00 - 13:15,0.23,0.73,0.0,0.0,0.0,0.44
13:15 - 13:30,0.1,0.81,0.01,0.0,0.04,0.39
13:30 - 13:45,0.1,0.82,0.01,0.0,0.06,0.3
13:45 - 14:00,0.17,0.91,0.0,0.05,0.36,0.26
14:00 - 14:15,0.08,1.02,0.01,0.02,0.13,0.3
14:15 - 14:30,0.14,1.05,0.0,0.0,0.23,0.48
14:30 - 14:45,0.18,0.64,0.0,0.02,0.15,0.45
14:45 - 15:00,0.27,0.69,0.0,0.01,0.12,0.25
Medie 12-15,0.22,0.77,0.0,0.01,0.09,0.57
15:00 - 15:15,0.45,0.65,0.0,0.0,0.12,0.41
15:15 - 15:30,0.53,0.8,0.0,0.0,0.23,0.39
15:30 - 15:45,0.72,0.86,0.01,0.0,0.14,0.71
15:45 - 16:00,0.71,0.91,0.0,0.0,0.18,0.75
Medie 15-16,0.6,0.8,0.0,0.0,0.17,0.57
16:00 - 16:15,0.71,0.88,0.0,0.0,0.19,1.36
16:15 - 16:30,0.88,1.08,0.0,0.0,0.16,1.25
16:30 - 16:45,1.07,1.07,0.05,0.0,0.13,1.48
16:45 - 17:00,0.72,1.6,0.15,0.0,0.12,0.79
17:00 - 17:15,0.35,1.14,0.0,0.0,0.18,0.87
17:15 - 17:30,0.39,1.01,0.04,0.0,0.12,1.04
17:30 - 17:45,0.4,0.89,0.18,0.0,0.17,1.15
17:45 - 18:00,0.48,0.83,0.14,0.0,0.21,0.73
18:00 - 18:15,0.48,1.2,0.24,0.0,0.24,1.16
18:15 - 18:30,0.49,1.18,0.24,0.0,0.65,1.76
18:30 - 18:45,0.57,1.55,0.11,0.01,0.29,1.77
18:45 - 19:00,0.9,1.11,0.16,0.04,0.49,1.44
Medie 16-19,0.62,1.13,0.11,0.0,0.25,1.23
19:00 - 19:15,0.42,1.16,0.16,0.0,0.36,1.04
19:15 - 19:30,0.3,1.23,0.15,0.0,0.52,0.67
19:30 - 19:45,0.34,1.26,0.1,0.0,0.54,0.61
19:45 - 20:00,0.37,1.41,0.06,0.01,0.29,0.71
Medie 19-20,0.36,1.27,0.12,0.0,0.43,0.76
20:00 - 20:15,0.63,1.39,0.01,0.0,0.2,0.71
20:15 - 20:30,0.64,1.53,0.03,0.0,0.23,0.98
20:30 - 20:45,0.47,1.12,0.13,0.0,0.26,1.45
20:45 - 21:00,0.66,1.26,0.07,0.01,0.6,1.06
21:00 - 21:15,1.15,1.25,0.04,0.02,0.48,1.4
21:15 - 21:30,1.27,1.36,0.14,0.09,0.33,1.26
21:30 - 21:45,0.86,1.38,0.05,0.05,0.45,1.03
21:45 - 22:00,0.99,1.78,0.0,0.0,0.32,0.64
22:00 - 22:15,0.88,1.46,0.01,0.0,0.33,0.67
22:15 - 22:30,0.82,1.13,0.0,0.0,0.35,0.64
22:30 - 22:45,0.59,1.36,0.0,0.0,0.12,0.75
22:45 - 23:00,0.43,0.94,0.06,0.04,0.55,0.4
Medie 20-23,0.78,1.33,0.04,0.02,0.35,0.92
23:00 - 23:15,0.58,0.61,0.05,0.0,0.21,1.06
23:15 - 23:30,0.53,0.56,0.12,0.08,0.15,0.84
23:30 - 23:45,0.48,0.44,0.24,0.08,0.13,0.61
23:45 - 24:00,0.24,0.24,0.33,0.1,0.04,0.53
24:00 - 24:15,0.46,0.32,0.05,0.1,0.06,0.73
24:15 - 24:30,0.4,0.25,0.04,0.1,0.02,0.86
24:30 - 24:45,0.3,0.23,0.0,0.1,0.01,0.87
24:45 - 25:00,0.2,0.23,0.03,0.1,0.04,0.64
Medie 23-25,0.4,0.36,0.11,0.08,0.08,0.77
25:00 - 25:15,0.2,0.14,0.0,0.1,0.1,0.62
25:15 - 25:30,0.2,0.08,0.0,0.1,0.1,0.56
25:30 - 25:45,0.24,0.02,0.01,0.1,0.1,0.54
25:45 - 26:00,0.17,0.01,0.0,0.0,0.1,0.54
Medie 25-26,0.2,0.06,0.0,0.07,0.1,0.56
Whole day,0.38,0.62,0.04,0.02,0.13,0.66
