Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
15:00 - 15:15,10.33,0.21,0.67,0.02,0.12,0.21,0.36
15:15 - 15:30,10.62,0.33,0.63,0.01,0.15,0.22,0.31
15:30 - 15:45,11.28,0.39,0.66,0.0,0.01,0.23,0.43
15:45 - 16:00,11.13,0.37,0.43,0.0,0.0,0.04,0.46
Medie 15-16,10.84,0.32,0.6,0.01,0.07,0.18,0.39
16:00 - 16:15,11.4,0.29,0.7,0.01,0.0,0.03,0.66
16:15 - 16:30,11.6,0.45,0.74,0.01,0.02,0.11,0.76
16:30 - 16:45,12.27,0.39,0.65,0.0,0.0,0.16,0.69
16:45 - 17:00,12.92,0.39,0.88,0.0,0.0,0.1,0.46
17:00 - 17:15,15.41,0.51,1.2,0.07,0.0,0.17,0.58
17:15 - 17:30,16.6,0.42,1.39,0.01,0.0,0.41,0.75
17:30 - 17:45,17.44,0.39,1.56,0.0,0.02,0.33,0.49
17:45 - 18:00,18.4,0.41,1.1,0.07,0.12,0.23,0.51
18:00 - 18:15,19.41,0.53,1.28,0.01,0.13,0.21,0.65
18:15 - 18:30,20.29,0.61,1.33,0.24,0.11,0.26,0.83
18:30 - 18:45,22.0,0.94,1.44,0.23,0.02,0.25,0.63
18:45 - 19:00,24.34,1.25,1.3,0.32,0.01,0.28,0.56
Medie 16-19,16.84,0.55,1.13,0.08,0.04,0.21,0.63
19:00 - 19:15,27.24,0.85,1.05,0.19,0.0,0.28,0.88
19:15 - 19:30,28.93,0.7,0.95,0.22,0.0,0.21,0.94
19:30 - 19:45,30.04,0.48,0.77,0.18,0.0,0.17,0.6
19:45 - 20:00,30.35,0.5,0.55,0.46,0.02,0.28,0.95
Medie 19-20,29.14,0.64,0.83,0.26,0.0,0.23,0.84
20:00 - 20:15,30.63,0.88,1.04,0.48,0.0,0.22,0.51
20:15 - 20:30,32.01,1.6,1.1,0.49,0.13,0.3,0.52
20:30 - 20:45,33.39,1.52,1.1,0.25,0.14,0.19,0.65
20:45 - 21:00,32.74,1.56,1.11,0.24,0.0,0.08,0.61
21:00 - 21:15,32.7,1.52,1.07,0.29,0.03,0.1,0.76
21:15 - 21:30,32.98,1.5,1.27,0.0,0.0,0.15,0.69
21:30 - 21:45,32.24,1.19,0.96,0.07,0.0,0.18,0.73
21:45 - 22:00,31.53,0.89,1.03,0.1,0.01,0.45,0.68
22:00 - 22:15,30.7,0.87,1.02,0.05,0.0,0.4,0.63
22:15 - 22:30,29.6,1.14,0.68,0.0,0.0,0.43,0.69
22:30 - 22:45,29.09,1.2,0.53,0.11,0.0,0.43,0.78
22:45 - 23:00,26.52,0.82,0.45,0.03,0.0,0.62,0.52
Medie 20-23,31.18,1.22,0.95,0.17,0.03,0.3,0.65
23:00 - 23:15,24.15,0.78,0.62,0.16,0.0,0.39,0.45
23:15 - 23:30,22.56,0.6,0.73,0.18,0.0,0.32,0.41
23:30 - 23:45,21.41,0.5,0.69,0.15,0.0,0.31,0.43
23:45 - 24:00,18.72,0.43,0.64,0.19,0.01,0.36,0.39
24:00 - 24:15,15.6,0.25,0.68,0.16,0.0,0.32,0.38
24:15 - 24:30,13.2,0.24,0.66,0.12,0.0,0.25,0.35
24:30 - 24:45,11.46,0.2,0.68,0.0,0.0,0.17,0.24
24:45 - 25:00,10.44,0.17,0.71,0.0,0.0,0.24,0.21
Medie 23-25,17.19,0.4,0.68,0.12,0.0,0.29,0.36
25:00 - 25:15,8.98,0.1,0.7,0.0,0.0,0.19,0.13
25:15 - 25:30,7.75,0.1,0.6,0.0,0.0,0.09,0.2
25:30 - 25:45,7.02,0.1,0.56,0.02,0.0,0.09,0.2
25:45 - 26:00,6.23,0.06,0.37,0.02,0.0,0.09,0.16
Medie 25-26,7.49,0.09,0.56,0.01,0.0,0.11,0.17
Whole day,13.37,0.43,0.55,0.08,0.02,0.21,0.41
