Timebands,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,0.2,0.0,0.01,0.0,0.72,0.31
02:15 - 02:30,0.41,0.0,0.0,0.0,0.66,0.31
02:30 - 02:45,0.43,0.0,0.0,0.02,0.51,0.31
02:45 - 03:00,0.43,0.02,0.0,0.0,0.25,0.31
03:00 - 03:15,0.14,0.01,0.0,0.0,0.38,0.16
03:15 - 03:30,0.12,0.08,0.0,0.02,0.35,0.12
03:30 - 03:45,0.06,0.1,0.0,0.08,0.08,0.12
03:45 - 04:00,0.0,0.01,0.0,0.08,0.08,0.12
04:00 - 04:15,0.0,0.0,0.0,0.08,0.08,0.12
04:15 - 04:30,0.0,0.0,0.0,0.08,0.08,0.12
04:30 - 04:45,0.08,0.01,0.0,0.08,0.08,0.12
04:45 - 05:00,0.02,0.0,0.0,0.08,0.08,0.12
05:00 - 05:15,0.0,0.0,0.0,0.08,0.08,0.12
05:15 - 05:30,0.04,0.01,0.0,0.08,0.04,0.18
05:30 - 05:45,0.08,0.0,0.0,0.08,0.0,0.15
05:45 - 06:00,0.34,0.0,0.01,0.08,0.0,0.37
>>> 2:00 - 6:00,0.15,0.01,0.0,0.06,0.22,0.19
06:00 - 06:15,0.51,0.02,0.01,0.08,0.0,0.3
06:15 - 06:30,0.57,0.0,0.0,0.09,0.01,0.31
06:30 - 06:45,0.38,0.03,0.0,0.08,0.0,0.35
06:45 - 07:00,0.4,0.26,0.0,0.08,0.0,0.25
07:00 - 07:15,0.48,0.15,0.02,0.08,0.0,0.46
07:15 - 07:30,0.64,0.03,0.0,0.08,0.0,0.72
07:30 - 07:45,0.48,0.04,0.0,0.02,0.01,0.58
07:45 - 08:00,0.36,0.11,0.0,0.0,0.0,0.37
08:00 - 08:15,0.25,0.06,0.0,0.04,0.0,0.56
08:15 - 08:30,0.29,0.19,0.02,0.18,0.01,0.65
08:30 - 08:45,0.54,0.18,0.01,0.05,0.0,0.89
08:45 - 09:00,0.48,0.45,0.0,0.01,0.01,0.79
>>> 6:00 - 9:00,0.45,0.13,0.01,0.07,0.0,0.52
09:00 - 09:15,0.55,0.36,0.01,0.0,0.13,0.97
09:15 - 09:30,0.42,0.16,0.0,0.0,0.25,1.05
09:30 - 09:45,0.47,0.19,0.0,0.0,0.25,0.87
09:45 - 10:00,0.39,0.31,0.03,0.0,0.19,0.63
10:00 - 10:15,0.46,0.49,0.05,0.0,0.12,0.88
10:15 - 10:30,0.34,0.51,0.09,0.0,0.3,1.06
