Timebands,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
10:30 - 10:45,0.34,0.82,0.1,0.0,0.12,0.63
10:45 - 11:00,0.56,0.95,0.05,0.0,0.02,0.24
11:00 - 11:15,0.3,0.95,0.2,0.0,0.07,0.27
11:15 - 11:30,0.51,1.04,0.14,0.0,0.02,0.25
11:30 - 11:45,0.64,1.07,0.15,0.0,0.0,0.15
11:45 - 12:00,0.35,0.8,0.14,0.0,0.09,0.34
>>> 9:00 - 12:00,0.45,0.64,0.08,0.0,0.13,0.61
12:00 - 12:15,0.41,1.02,0.22,0.0,0.0,0.63
12:15 - 12:30,0.37,0.81,0.17,0.0,0.0,1.0
12:30 - 12:45,0.23,0.76,0.2,0.01,0.0,1.22
12:45 - 13:00,0.33,0.68,0.09,0.0,0.07,1.07
13:00 - 13:15,0.31,0.45,0.08,0.0,0.0,0.93
13:15 - 13:30,0.31,0.39,0.08,0.0,0.09,0.99
13:30 - 13:45,0.66,0.37,0.11,0.0,0.12,0.82
13:45 - 14:00,0.68,0.34,0.0,0.0,0.14,0.57
14:00 - 14:15,0.57,0.5,0.0,0.0,0.27,0.57
14:15 - 14:30,0.48,0.55,0.0,0.0,0.13,0.64
14:30 - 14:45,0.34,0.31,0.02,0.0,0.12,0.63
14:45 - 15:00,0.26,0.5,0.0,0.01,0.16,0.78
>>> 12:00 - 15:00,0.41,0.56,0.08,0.0,0.09,0.82
15:00 - 15:15,0.36,0.78,0.0,0.0,0.18,0.81
15:15 - 15:30,0.39,0.79,0.03,0.0,0.19,0.89
15:30 - 15:45,0.61,0.66,0.02,0.0,0.2,1.09
15:45 - 16:00,0.45,1.02,0.01,0.0,0.13,0.74
>>> 15:00 - 16:00,0.45,0.81,0.02,0.0,0.18,0.88
16:00 - 16:15,0.81,1.16,0.02,0.02,0.13,0.9
16:15 - 16:30,0.91,1.04,0.12,0.01,0.5,0.94
16:30 - 16:45,0.86,0.7,0.29,0.0,0.36,0.99
16:45 - 17:00,0.72,0.47,0.33,0.01,0.21,0.79
17:00 - 17:15,0.64,0.72,0.25,0.0,0.2,0.8
17:15 - 17:30,0.35,1.0,0.36,0.0,0.27,0.84
17:30 - 17:45,0.24,0.91,0.12,0.0,0.23,0.76
17:45 - 18:00,0.42,0.98,0.09,0.0,0.25,0.61
18:00 - 18:15,0.64,0.93,0.01,0.0,0.26,1.04
18:15 - 18:30,0.73,0.95,0.02,0.01,0.27,1.23
18:30 - 18:45,1.06,0.97,0.22,0.0,0.24,1.31
18:45 - 19:00,1.16,0.83,0.26,0.0,0.29,1.05
>>> 16:00 - 19:00,0.71,0.89,0.17,0.0,0.27,0.94
19:00 - 19:15,0.64,0.44,0.27,0.01,0.36,1.18
19:15 - 19:30,0.69,0.81,0.03,0.0,0.36,1.38
19:30 - 19:45,0.54,0.67,0.11,0.0,0.3,1.3
19:45 - 20:00,0.77,0.5,0.02,0.01,0.34,1.17
>>> 19:00 - 20:00,0.66,0.6,0.11,0.0,0.34,1.26
20:00 - 20:15,1.2,0.72,0.11,0.01,0.57,0.71
20:15 - 20:30,1.26,1.02,0.11,0.0,0.45,0.88
20:30 - 20:45,1.19,1.03,0.1,0.01,0.35,1.03
20:45 - 21:00,1.01,0.7,0.21,0.06,0.57,0.69
21:00 - 21:15,0.96,0.82,0.04,0.02,0.38,0.76
21:15 - 21:30,0.88,1.15,0.01,0.0,0.2,0.97
21:30 - 21:45,0.57,1.0,0.0,0.0,0.16,1.02
21:45 - 22:00,0.41,1.0,0.0,0.07,0.17,0.92
22:00 - 22:15,0.43,0.8,0.01,0.11,0.46,0.75
22:15 - 22:30,0.57,0.98,0.09,0.07,0.32,0.93
22:30 - 22:45,0.35,1.17,0.08,0.05,0.28,1.07
22:45 - 23:00,0.37,0.99,0.0,0.05,0.29,0.82
>>> 20:00 - 23:00,0.77,0.95,0.06,0.04,0.35,0.88
23:00 - 23:15,0.43,1.25,0.03,0.01,0.39,1.0
23:15 - 23:30,0.39,1.14,0.02,0.0,0.24,1.3
23:30 - 23:45,0.37,1.18,0.0,0.01,0.11,1.2
23:45 - 24:00,0.26,1.09,0.02,0.0,0.09,1.1
24:00 - 24:15,0.26,1.0,0.0,0.0,0.07,1.17
24:15 - 24:30,0.34,0.92,0.02,0.0,0.08,1.7
24:30 - 24:45,0.56,0.98,0.07,0.0,0.23,0.87
24:45 - 25:00,0.03,0.37,0.07,0.0,0.25,0.91
>>> 23:00 - 25:00,0.33,0.99,0.03,0.0,0.18,1.16
25:00 - 25:15,0.08,0.5,0.0,0.0,0.23,0.9
25:15 - 25:30,0.11,0.23,0.0,0.0,0.19,0.89
25:30 - 25:45,0.11,0.21,0.0,0.0,0.1,0.69
25:45 - 26:00,0.11,0.16,0.0,0.0,0.0,0.52
>>> 25:00 - 26:00,0.1,0.28,0.0,0.0,0.13,0.75
Whole day,0.45,0.55,0.06,0.02,0.18,0.72
