Timebands,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
Medie 19-20,0.37,0.79,0.02,0.03,0.7,0.74
20:00 - 20:15,0.9,0.95,0.01,0.0,0.62,0.86
20:15 - 20:30,0.98,0.79,0.01,0.0,0.62,1.06
20:30 - 20:45,0.66,0.63,0.0,0.15,0.55,0.81
20:45 - 21:00,0.63,0.76,0.02,0.27,0.55,0.52
21:00 - 21:15,0.82,0.76,0.23,0.16,0.6,0.93
21:15 - 21:30,0.89,0.99,0.18,0.08,0.65,0.99
21:30 - 21:45,1.19,1.18,0.21,0.04,0.56,1.12
21:45 - 22:00,1.24,1.3,0.07,0.0,0.67,0.54
22:00 - 22:15,1.21,1.27,0.12,0.01,0.66,0.44
22:15 - 22:30,1.13,1.28,0.27,0.0,0.64,0.27
22:30 - 22:45,0.83,1.71,0.07,0.0,0.61,0.48
22:45 - 23:00,0.46,0.82,0.08,0.28,0.6,0.28
Medie 20-23,0.91,1.04,0.11,0.08,0.61,0.69
23:00 - 23:15,0.23,0.69,0.19,0.55,0.77,0.71
23:15 - 23:30,0.23,0.7,0.2,0.11,0.68,0.75
23:30 - 23:45,0.33,0.44,0.25,0.24,0.4,0.59
23:45 - 24:00,0.28,0.5,0.19,0.1,0.39,0.61
24:00 - 24:15,0.25,0.4,0.1,0.0,0.32,0.43
24:15 - 24:30,0.19,0.5,0.07,0.03,0.28,0.8
24:30 - 24:45,0.1,0.4,0.08,0.0,0.28,0.57
24:45 - 25:00,0.08,0.1,0.1,0.01,0.28,0.7
Medie 23-25,0.21,0.47,0.15,0.13,0.42,0.65
25:00 - 25:15,0.21,0.1,0.07,0.0,0.53,0.35
25:15 - 25:30,0.1,0.02,0.07,0.0,0.6,0.31
25:30 - 25:45,0.05,0.06,0.07,0.0,0.61,0.31
25:45 - 26:00,0.16,0.0,0.02,0.0,0.64,0.31
Medie 25-26,0.13,0.05,0.06,0.0,0.59,0.32
Whole day,0.44,0.55,0.09,0.04,0.29,0.63
