Timebands,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
10:15 - 10:30,0.35,0.84,0.01,0.06,0.01,0.7
10:30 - 10:45,0.45,0.81,0.0,0.06,0.0,0.49
10:45 - 11:00,0.25,0.6,0.0,0.06,0.1,0.8
11:00 - 11:15,0.39,0.43,0.06,0.06,0.22,0.58
11:15 - 11:30,0.79,0.44,0.03,0.06,0.12,0.58
11:30 - 11:45,0.59,0.4,0.0,0.06,0.1,0.71
11:45 - 12:00,0.6,0.44,0.0,0.05,0.02,0.61
Medie 9-12,0.43,0.46,0.01,0.05,0.12,0.59
12:00 - 12:15,0.63,0.59,0.0,0.0,0.05,0.66
12:15 - 12:30,0.42,0.73,0.03,0.0,0.0,0.69
12:30 - 12:45,0.7,0.74,0.0,0.04,0.03,0.61
12:45 - 13:00,0.68,0.56,0.0,0.0,0.03,0.38
13:00 - 13:15,0.6,0.57,0.0,0.0,0.03,0.4
13:15 - 13:30,0.6,0.74,0.0,0.0,0.0,0.36
13:30 - 13:45,0.58,0.71,0.0,0.0,0.12,0.11
13:45 - 14:00,0.49,0.75,0.0,0.0,0.25,0.18
14:00 - 14:15,0.4,0.87,0.0,0.0,0.11,0.39
14:15 - 14:30,0.53,0.79,0.0,0.0,0.18,0.51
14:30 - 14:45,0.63,0.65,0.0,0.0,0.49,0.57
14:45 - 15:00,0.59,0.61,0.02,0.0,0.45,0.54
Medie 12-15,0.57,0.69,0.01,0.0,0.15,0.45
15:00 - 15:15,0.32,0.66,0.02,0.0,0.45,0.86
15:15 - 15:30,0.29,0.74,0.0,0.0,0.48,1.2
15:30 - 15:45,0.32,0.86,0.0,0.0,0.1,1.25
15:45 - 16:00,0.42,1.29,0.0,0.0,0.1,0.32
Medie 15-16,0.34,0.89,0.0,0.0,0.28,0.91
16:00 - 16:15,0.34,1.08,0.0,0.0,0.0,0.78
16:15 - 16:30,0.23,1.21,0.01,0.0,0.07,0.85
16:30 - 16:45,0.28,1.06,0.0,0.02,0.0,0.56
16:45 - 17:00,0.36,1.2,0.0,0.01,0.0,0.69
17:00 - 17:15,0.68,1.01,0.05,0.0,0.0,0.75
17:15 - 17:30,0.23,0.95,0.0,0.0,0.05,0.82
17:30 - 17:45,0.29,1.18,0.06,0.0,0.11,0.94
17:45 - 18:00,0.56,1.2,0.01,0.0,0.14,0.51
18:00 - 18:15,0.75,1.37,0.17,0.0,0.05,0.63
18:15 - 18:30,1.01,1.33,0.36,0.0,0.05,0.88
18:30 - 18:45,1.0,1.32,0.23,0.0,0.18,0.59
18:45 - 19:00,0.72,0.62,0.33,0.0,0.25,0.61
Medie 16-19,0.54,1.13,0.1,0.0,0.08,0.72
19:00 - 19:15,0.7,0.81,0.31,0.0,0.16,0.67
19:15 - 19:30,0.53,1.08,0.21,0.0,0.16,0.79
19:30 - 19:45,0.48,1.21,0.09,0.0,0.12,0.66
19:45 - 20:00,0.59,0.99,0.12,0.0,0.11,0.71
Medie 19-20,0.57,1.02,0.18,0.0,0.14,0.71
20:00 - 20:15,0.7,1.15,0.08,0.0,0.28,0.64
20:15 - 20:30,0.72,0.97,0.05,0.0,0.51,0.47
20:30 - 20:45,0.42,0.96,0.0,0.0,0.23,0.45
20:45 - 21:00,0.3,1.04,0.05,0.0,0.16,0.25
21:00 - 21:15,0.43,1.02,0.05,0.0,0.13,0.59
21:15 - 21:30,0.74,0.98,0.04,0.0,0.24,0.52
21:30 - 21:45,0.67,0.87,0.0,0.01,0.14,0.61
21:45 - 22:00,0.48,0.64,0.01,0.0,0.19,0.16
22:00 - 22:15,0.64,0.6,0.05,0.08,0.17,0.63
22:15 - 22:30,0.3,0.64,0.19,0.04,0.0,0.76
22:30 - 22:45,0.07,0.45,0.04,0.01,0.02,0.87
22:45 - 23:00,0.18,0.28,0.08,0.01,0.04,0.3
Medie 20-23,0.47,0.8,0.05,0.01,0.18,0.52
23:00 - 23:15,0.13,0.24,0.16,0.0,0.24,0.82
23:15 - 23:30,0.18,0.11,0.21,0.0,0.27,0.71
23:30 - 23:45,0.22,0.12,0.09,0.0,0.17,0.34
23:45 - 24:00,0.2,0.3,0.11,0.0,0.0,0.29
24:00 - 24:15,0.22,0.33,0.04,0.0,0.07,0.31
24:15 - 24:30,0.29,0.32,0.0,0.0,0.13,0.38
24:30 - 24:45,0.28,0.34,0.01,0.0,0.08,0.39
24:45 - 25:00,0.18,0.28,0.0,0.0,0.07,0.18
Medie 23-25,0.21,0.25,0.08,0.0,0.13,0.43
25:00 - 25:15,0.12,0.26,0.0,0.0,0.0,0.08
25:15 - 25:30,0.09,0.25,0.0,0.0,0.01,0.08
25:30 - 25:45,0.09,0.24,0.0,0.01,0.01,0.08
25:45 - 26:00,0.11,0.0,0.0,0.0,0.0,0.08
Medie 25-26,0.1,0.19,0.0,0.0,0.0,0.08
Whole day,0.35,0.54,0.06,0.01,0.1,0.44
