Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,5.87,0.12,0.35,0.0,0.0,0.07,0.12
02:15 - 02:30,4.39,0.2,0.34,0.0,0.0,0.0,0.12
02:30 - 02:45,3.48,0.22,0.3,0.0,0.0,0.0,0.13
02:45 - 03:00,3.44,0.26,0.29,0.0,0.0,0.01,0.12
03:00 - 03:15,3.51,0.3,0.38,0.0,0.0,0.0,0.12
03:15 - 03:30,3.27,0.3,0.38,0.0,0.0,0.0,0.12
03:30 - 03:45,2.78,0.28,0.09,0.03,0.0,0.0,0.12
03:45 - 04:00,2.12,0.2,0.09,0.0,0.02,0.0,0.12
04:00 - 04:15,1.96,0.13,0.12,0.0,0.0,0.0,0.17
04:15 - 04:30,1.88,0.09,0.15,0.0,0.0,0.0,0.25
04:30 - 04:45,1.93,0.09,0.11,0.0,0.0,0.0,0.28
04:45 - 05:00,2.24,0.09,0.1,0.01,0.0,0.0,0.33
05:00 - 05:15,2.35,0.09,0.1,0.0,0.0,0.0,0.3
05:15 - 05:30,2.35,0.24,0.13,0.0,0.0,0.0,0.12
05:30 - 05:45,2.61,0.31,0.19,0.01,0.0,0.0,0.1
05:45 - 06:00,2.94,0.32,0.18,0.0,0.0,0.0,0.1
Medie 2-6,2.94,0.2,0.21,0.0,0.0,0.0,0.16
06:00 - 06:15,3.65,0.2,0.38,0.0,0.0,0.0,0.1
06:15 - 06:30,4.15,0.2,0.43,0.0,0.0,0.0,0.1
06:30 - 06:45,4.71,0.21,0.45,0.01,0.0,0.01,0.05
06:45 - 07:00,5.48,0.11,0.43,0.0,0.0,0.0,0.0
07:00 - 07:15,5.95,0.16,0.25,0.0,0.0,0.0,0.0
07:15 - 07:30,6.64,0.1,0.25,0.0,0.0,0.0,0.06
07:30 - 07:45,7.18,0.14,0.29,0.0,0.0,0.03,0.21
07:45 - 08:00,7.52,0.26,0.15,0.01,0.01,0.0,0.33
08:00 - 08:15,8.13,0.23,0.18,0.0,0.0,0.0,0.61
08:15 - 08:30,8.72,0.23,0.2,0.0,0.01,0.0,0.72
08:30 - 08:45,9.13,0.25,0.24,0.0,0.0,0.0,0.46
08:45 - 09:00,9.27,0.13,0.43,0.0,0.0,0.02,0.25
Medie 6-9,6.71,0.19,0.31,0.0,0.0,0.0,0.24
09:00 - 09:15,9.34,0.22,0.26,0.02,0.0,0.09,0.33
09:15 - 09:30,9.32,0.23,0.15,0.0,0.0,0.14,0.33
09:30 - 09:45,9.58,0.33,0.08,0.02,0.0,0.28,0.66
09:45 - 10:00,10.41,0.35,0.16,0.0,0.0,0.15,0.67
10:00 - 10:15,10.65,0.51,0.3,0.0,0.0,0.19,0.73
10:15 - 10:30,9.84,0.44,0.29,0.0,0.0,0.19,0.71
10:30 - 10:45,9.45,0.36,0.42,0.07,0.0,0.19,0.52
10:45 - 11:00,9.67,0.29,0.41,0.02,0.0,0.11,0.75
11:00 - 11:15,10.03,0.15,0.61,0.0,0.0,0.15,0.8
11:15 - 11:30,9.99,0.42,0.6,0.05,0.0,0.26,0.88
11:30 - 11:45,9.88,0.42,0.89,0.09,0.0,0.19,1.02
11:45 - 12:00,9.49,0.48,1.22,0.09,0.0,0.0,0.33
Medie 9-12,9.8,0.35,0.45,0.03,0.0,0.16,0.64
12:00 - 12:15,9.26,0.28,0.74,0.01,0.0,0.0,0.63
12:15 - 12:30,8.86,0.16,0.84,0.09,0.0,0.01,0.72
12:30 - 12:45,8.98,0.12,1.06,0.01,0.0,0.01,0.86
12:45 - 13:00,9.23,0.08,1.18,0.01,0.0,0.0,0.74
13:00 - 13:15,9.88,0.25,1.1,0.02,0.0,0.0,0.47
13:15 - 13:30,9.51,0.15,0.94,0.09,0.0,0.06,0.45
13:30 - 13:45,9.15,0.06,0.71,0.06,0.0,0.04,0.57
13:45 - 14:00,9.59,0.21,0.61,0.09,0.0,0.01,0.55
14:00 - 14:15,9.8,0.18,0.47,0.09,0.0,0.0,0.92
14:15 - 14:30,10.05,0.08,0.64,0.17,0.0,0.0,0.97
14:30 - 14:45,10.01,0.15,0.68,0.19,0.0,0.01,0.66
14:45 - 15:00,9.86,0.2,0.51,0.15,0.0,0.0,0.51
Medie 12-15,9.52,0.16,0.79,0.08,0.0,0.01,0.67
15:00 - 15:15,9.72,0.39,0.56,0.09,0.0,0.0,0.7
15:15 - 15:30,10.21,0.49,0.61,0.13,0.0,0.0,0.69
15:30 - 15:45,9.76,0.27,0.62,0.29,0.0,0.02,0.74
15:45 - 16:00,9.57,0.12,0.77,0.14,0.0,0.07,0.56
Medie 15-16,9.81,0.32,0.64,0.16,0.0,0.02,0.67
16:00 - 16:15,9.62,0.16,0.71,0.06,0.01,0.0,0.97
16:15 - 16:30,9.99,0.3,0.69,0.02,0.04,0.01,0.75
16:30 - 16:45,10.56,0.32,0.64,0.07,0.16,0.06,0.5
16:45 - 17:00,10.75,0.29,0.62,0.14,0.0,0.03,0.5
17:00 - 17:15,12.68,0.51,0.57,0.1,0.0,0.0,0.57
17:15 - 17:30,13.92,0.56,0.41,0.07,0.0,0.02,0.71
17:30 - 17:45,15.71,0.55,0.47,0.12,0.01,0.14,0.62
17:45 - 18:00,16.87,0.45,0.44,0.27,0.01,0.27,0.18
18:00 - 18:15,18.57,0.42,0.63,0.14,0.0,0.23,0.33
18:15 - 18:30,19.59,0.45,0.77,0.09,0.0,0.15,0.23
18:30 - 18:45,20.88,0.66,1.0,0.01,0.0,0.11,0.35
18:45 - 19:00,23.19,1.12,1.48,0.03,0.0,0.16,0.23
Medie 16-19,15.19,0.48,0.7,0.09,0.02,0.1,0.49
19:00 - 19:15,24.82,0.85,1.19,0.14,0.0,0.15,0.06
19:15 - 19:30,26.78,0.56,1.5,0.14,0.0,0.14,0.09
19:30 - 19:45,28.24,0.4,1.44,0.18,0.0,0.04,0.11
19:45 - 20:00,28.67,0.66,0.95,0.13,0.05,0.19,0.45
Medie 19-20,27.12,0.62,1.27,0.15,0.01,0.13,0.18
20:00 - 20:15,29.86,1.02,0.81,0.01,0.06,0.48,0.59
20:15 - 20:30,31.02,1.2,1.03,0.09,0.06,0.45,0.64
20:30 - 20:45,32.26,1.1,1.03,0.25,0.1,0.49,0.83
20:45 - 21:00,32.1,1.07,0.8,0.2,0.0,0.54,1.01
21:00 - 21:15,32.78,1.19,0.9,0.08,0.01,0.56,1.38
21:15 - 21:30,32.64,1.21,0.9,0.0,0.03,0.55,1.34
21:30 - 21:45,32.88,1.2,1.06,0.01,0.12,0.39,1.33
21:45 - 22:00,34.24,1.1,1.59,0.0,0.07,0.58,0.92
22:00 - 22:15,33.0,0.83,1.11,0.0,0.0,0.27,0.78
22:15 - 22:30,31.85,0.86,1.04,0.01,0.0,0.19,0.68
22:30 - 22:45,30.75,0.72,0.87,0.0,0.0,0.08,0.69
22:45 - 23:00,29.98,0.33,0.62,0.01,0.0,0.11,0.68
Medie 20-23,31.95,0.98,0.98,0.05,0.04,0.39,0.91
23:00 - 23:15,28.91,0.41,0.47,0.04,0.0,0.01,1.19
23:15 - 23:30,25.91,0.63,0.51,0.0,0.0,0.06,1.43
23:30 - 23:45,23.83,0.67,0.29,0.07,0.01,0.22,1.28
23:45 - 24:00,19.03,0.57,0.23,0.06,0.0,0.43,0.94
24:00 - 24:15,14.77,0.44,0.35,0.05,0.0,0.34,0.46
24:15 - 24:30,12.69,0.46,0.47,0.12,0.0,0.29,0.5
24:30 - 24:45,10.55,0.37,0.39,0.09,0.0,0.45,0.57
24:45 - 25:00,9.33,0.3,0.25,0.09,0.0,0.32,0.58
Medie 23-25,18.13,0.48,0.37,0.06,0.0,0.27,0.87
25:00 - 25:15,8.65,0.4,0.2,0.09,0.0,0.31,0.61
25:15 - 25:30,8.0,0.41,0.19,0.09,0.0,0.15,0.57
25:30 - 25:45,7.05,0.36,0.13,0.09,0.0,0.05,0.6
25:45 - 26:00,6.2,0.27,0.13,0.09,0.0,0.04,0.57
Medie 25-26,7.47,0.36,0.16,0.09,0.0,0.13,0.59
Whole day,13.0,0.4,0.56,0.06,0.01,0.12,0.53
