Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
08:00 - 08:15,8.34,0.12,0.26,0.0,0.11,0.01,0.27
08:15 - 08:30,9.66,0.18,0.38,0.03,0.12,0.06,0.47
08:30 - 08:45,10.62,0.25,0.69,0.0,0.11,0.0,0.79
08:45 - 09:00,10.96,0.31,0.49,0.01,0.11,0.0,0.49
Medie 6-9,6.71,0.22,0.22,0.01,0.06,0.02,0.34
09:00 - 09:15,12.81,0.35,0.43,0.0,0.11,0.01,0.75
09:15 - 09:30,13.2,0.33,0.43,0.01,0.11,0.02,0.58
09:30 - 09:45,13.81,0.52,0.52,0.01,0.11,0.1,0.34
09:45 - 10:00,13.78,0.66,0.45,0.02,0.11,0.09,0.23
10:00 - 10:15,13.74,0.93,0.53,0.04,0.0,0.19,0.3
10:15 - 10:30,13.74,1.07,0.58,0.07,0.0,0.21,0.57
10:30 - 10:45,13.92,1.21,0.86,0.04,0.0,0.06,0.64
10:45 - 11:00,13.33,1.18,0.86,0.01,0.0,0.01,0.59
11:00 - 11:15,12.27,1.12,0.9,0.04,0.0,0.1,0.81
11:15 - 11:30,12.01,1.13,0.96,0.06,0.0,0.11,0.86
11:30 - 11:45,12.02,0.84,0.98,0.0,0.06,0.11,0.89
11:45 - 12:00,12.07,0.83,0.98,0.0,0.0,0.18,0.86
Medie 9-12,13.06,0.85,0.71,0.02,0.04,0.1,0.62
12:00 - 12:15,12.44,0.93,1.0,0.01,0.0,0.19,1.0
12:15 - 12:30,12.55,0.89,0.73,0.0,0.0,0.25,1.4
12:30 - 12:45,12.84,0.8,0.83,0.02,0.0,0.12,1.48
12:45 - 13:00,12.33,0.51,0.78,0.0,0.0,0.08,1.04
13:00 - 13:15,12.75,0.6,0.71,0.04,0.0,0.08,1.36
13:15 - 13:30,13.11,1.04,0.53,0.03,0.01,0.08,1.33
13:30 - 13:45,12.48,1.16,0.31,0.01,0.09,0.08,1.11
13:45 - 14:00,13.04,0.9,0.27,0.0,0.04,0.08,1.08
14:00 - 14:15,12.69,0.65,0.39,0.01,0.0,0.16,1.51
14:15 - 14:30,13.83,0.67,0.59,0.01,0.0,0.34,1.61
14:30 - 14:45,14.53,0.8,0.33,0.16,0.0,0.27,1.33
14:45 - 15:00,15.04,0.84,0.5,0.01,0.0,0.31,1.03
Medie 12-15,13.14,0.81,0.58,0.02,0.01,0.17,1.27
15:00 - 15:15,15.79,0.79,0.67,0.08,0.09,0.26,1.33
15:15 - 15:30,16.48,0.77,0.85,0.01,0.0,0.36,1.43
15:30 - 15:45,16.78,0.96,0.67,0.02,0.0,0.23,1.03
15:45 - 16:00,17.44,0.75,0.7,0.06,0.03,0.26,0.89
Medie 15-16,16.62,0.82,0.72,0.04,0.03,0.28,1.17
16:00 - 16:15,18.27,0.47,0.73,0.0,0.0,0.2,1.02
16:15 - 16:30,19.03,0.29,0.81,0.07,0.05,0.38,0.96
16:30 - 16:45,19.5,0.32,0.6,0.08,0.03,0.33,0.88
16:45 - 17:00,19.96,0.28,0.53,0.1,0.15,0.29,0.52
17:00 - 17:15,21.06,0.42,0.56,0.1,0.0,0.35,0.45
17:15 - 17:30,21.37,0.42,0.84,0.13,0.0,0.34,0.56
17:30 - 17:45,21.47,0.35,0.74,0.17,0.01,0.29,0.6
17:45 - 18:00,21.95,0.29,0.6,0.0,0.02,0.41,0.42
18:00 - 18:15,23.1,0.39,0.66,0.07,0.0,0.38,0.54
18:15 - 18:30,24.87,0.41,0.66,0.07,0.0,0.4,0.5
18:30 - 18:45,26.32,0.26,0.91,0.1,0.0,0.35,0.36
18:45 - 19:00,27.51,0.38,0.71,0.2,0.0,0.26,0.51
Medie 16-19,22.04,0.36,0.69,0.09,0.02,0.33,0.61
19:00 - 19:15,28.47,0.41,0.63,0.23,0.0,0.29,0.71
19:15 - 19:30,29.22,0.42,0.65,0.15,0.0,0.35,0.63
19:30 - 19:45,28.56,0.35,0.55,0.22,0.0,0.29,0.78
19:45 - 20:00,29.1,0.31,0.46,0.26,0.03,0.3,0.32
Medie 19-20,28.84,0.37,0.57,0.21,0.01,0.31,0.61
20:00 - 20:15,28.87,0.24,0.56,0.04,0.06,0.32,0.35
20:15 - 20:30,29.54,0.21,0.49,0.09,0.06,0.57,0.18
20:30 - 20:45,30.66,0.3,0.5,0.13,0.0,0.62,0.3
20:45 - 21:00,31.74,0.32,0.58,0.08,0.0,0.47,0.38
21:00 - 21:15,32.56,0.19,0.59,0.06,0.0,0.43,0.43
21:15 - 21:30,32.16,0.11,0.82,0.02,0.0,0.29,0.82
21:30 - 21:45,32.6,0.02,0.88,0.02,0.02,0.08,0.98
21:45 - 22:00,32.19,0.02,0.72,0.01,0.0,0.18,0.68
22:00 - 22:15,31.99,0.1,1.01,0.01,0.0,0.21,0.94
22:15 - 22:30,30.13,0.38,1.03,0.0,0.02,0.08,1.16
22:30 - 22:45,27.19,0.54,1.05,0.04,0.01,0.08,1.33
22:45 - 23:00,26.28,0.4,0.74,0.03,0.13,0.25,1.19
Medie 20-23,30.49,0.24,0.75,0.05,0.03,0.3,0.73
23:00 - 23:15,24.0,0.44,0.32,0.1,0.05,0.38,1.27
23:15 - 23:30,22.35,0.47,0.41,0.01,0.0,0.46,1.23
23:30 - 23:45,19.58,0.44,0.57,0.03,0.0,0.41,1.21
23:45 - 24:00,18.17,0.36,0.51,0.06,0.0,0.38,1.15
24:00 - 24:15,16.22,0.2,0.48,0.0,0.0,0.36,1.15
24:15 - 24:30,15.13,0.2,0.5,0.02,0.0,0.28,0.91
24:30 - 24:45,14.06,0.19,0.51,0.08,0.02,0.36,0.8
24:45 - 25:00,12.69,0.09,0.51,0.25,0.0,0.23,0.71
Medie 23-25,17.78,0.3,0.48,0.07,0.01,0.36,1.06
25:00 - 25:15,11.33,0.09,0.44,0.25,0.0,0.28,0.4
25:15 - 25:30,10.58,0.09,0.44,0.26,0.0,0.22,0.32
25:30 - 25:45,9.86,0.09,0.44,0.25,0.0,0.24,0.12
25:45 - 26:00,9.57,0.13,0.44,0.25,0.0,0.11,0.12
Medie 25-26,10.33,0.1,0.44,0.25,0.0,0.21,0.24
Whole day,15.06,0.39,0.49,0.06,0.02,0.18,0.67
