Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,6.62,0.11,0.13,0.0,0.0,0.0,0.52
02:15 - 02:30,5.85,0.15,0.17,0.0,0.0,0.0,0.33
02:30 - 02:45,4.84,0.18,0.0,0.0,0.0,0.0,0.19
02:45 - 03:00,4.45,0.07,0.0,0.0,0.0,0.0,0.19
03:00 - 03:15,4.41,0.08,0.0,0.0,0.0,0.0,0.28
03:15 - 03:30,3.99,0.08,0.0,0.07,0.0,0.0,0.3
03:30 - 03:45,3.36,0.08,0.0,0.0,0.0,0.0,0.3
03:45 - 04:00,3.3,0.08,0.0,0.0,0.0,0.0,0.3
04:00 - 04:15,3.24,0.08,0.0,0.0,0.0,0.0,0.3
04:15 - 04:30,3.11,0.02,0.0,0.0,0.0,0.0,0.25
04:30 - 04:45,2.64,0.0,0.0,0.0,0.0,0.0,0.11
04:45 - 05:00,2.18,0.0,0.0,0.0,0.0,0.0,0.11
05:00 - 05:15,2.37,0.0,0.0,0.0,0.0,0.0,0.11
05:15 - 05:30,2.33,0.0,0.0,0.0,0.0,0.0,0.11
05:30 - 05:45,2.66,0.0,0.12,0.0,0.0,0.0,0.15
05:45 - 06:00,3.52,0.1,0.31,0.0,0.0,0.05,0.11
Medie 2-6,3.68,0.07,0.05,0.0,0.0,0.0,0.23
06:00 - 06:15,4.52,0.27,0.25,0.0,0.0,0.07,0.11
06:15 - 06:30,5.22,0.45,0.06,0.01,0.0,0.07,0.12
06:30 - 06:45,6.54,0.53,0.02,0.08,0.0,0.07,0.19
06:45 - 07:00,7.11,0.39,0.19,0.08,0.0,0.03,0.12
07:00 - 07:15,8.41,0.36,0.25,0.08,0.0,0.0,0.31
07:15 - 07:30,8.59,0.35,0.28,0.09,0.0,0.0,0.34
07:30 - 07:45,8.67,0.36,0.22,0.08,0.0,0.01,0.42
07:45 - 08:00,8.55,0.22,0.13,0.08,0.0,0.0,0.42
08:00 - 08:15,9.37,0.25,0.5,0.09,0.0,0.0,0.82
08:15 - 08:30,9.82,0.28,0.39,0.03,0.05,0.0,0.8
08:30 - 08:45,10.38,0.37,0.47,0.03,0.0,0.0,0.64
08:45 - 09:00,10.42,0.56,0.23,0.04,0.03,0.0,0.69
Medie 6-9,8.13,0.36,0.25,0.06,0.01,0.02,0.41
09:00 - 09:15,11.59,0.48,0.09,0.0,0.0,0.13,0.85
09:15 - 09:30,11.88,0.48,0.01,0.05,0.0,0.23,0.97
09:30 - 09:45,12.0,0.27,0.05,0.19,0.0,0.25,1.05
09:45 - 10:00,11.33,0.25,0.21,0.16,0.0,0.09,0.94
10:00 - 10:15,11.28,0.34,0.48,0.0,0.0,0.16,1.15
10:15 - 10:30,11.58,0.33,0.5,0.08,0.0,0.17,1.41
10:30 - 10:45,11.12,0.42,0.47,0.05,0.05,0.1,1.04
10:45 - 11:00,10.91,0.44,0.59,0.04,0.01,0.09,0.65
11:00 - 11:15,10.88,0.51,0.73,0.0,0.01,0.27,0.64
11:15 - 11:30,11.5,0.59,1.03,0.02,0.01,0.25,0.5
11:30 - 11:45,10.85,0.51,0.91,0.0,0.0,0.23,0.46
11:45 - 12:00,10.93,0.47,0.8,0.0,0.02,0.21,0.71
Medie 9-12,11.32,0.42,0.49,0.05,0.01,0.18,0.86
12:00 - 12:15,11.71,0.48,0.89,0.01,0.04,0.11,0.96
12:15 - 12:30,11.85,0.64,0.92,0.0,0.0,0.38,0.74
12:30 - 12:45,11.68,0.64,0.89,0.0,0.08,0.25,0.33
12:45 - 13:00,11.62,0.49,1.05,0.0,0.12,0.2,0.46
13:00 - 13:15,11.8,0.51,0.88,0.02,0.12,0.2,0.37
13:15 - 13:30,11.62,0.47,0.69,0.0,0.12,0.2,0.53
13:30 - 13:45,11.42,0.42,0.89,0.0,0.12,0.2,0.42
13:45 - 14:00,10.86,0.37,0.67,0.0,0.12,0.2,0.37
14:00 - 14:15,11.72,0.48,0.67,0.03,0.0,0.3,0.6
14:15 - 14:30,11.54,0.65,0.61,0.02,0.0,0.45,0.38
14:30 - 14:45,11.0,0.67,0.45,0.1,0.02,0.5,0.23
14:45 - 15:00,11.44,0.6,0.46,0.21,0.01,0.44,0.18
Medie 12-15,11.52,0.54,0.76,0.03,0.06,0.29,0.46
15:00 - 15:15,11.76,0.54,0.66,0.17,0.0,0.31,0.2
15:15 - 15:30,11.78,0.56,0.68,0.07,0.0,0.39,0.24
15:30 - 15:45,12.62,0.65,0.89,0.05,0.0,0.34,0.33
15:45 - 16:00,13.11,0.64,0.92,0.0,0.0,0.2,0.17
Medie 15-16,12.32,0.6,0.79,0.07,0.0,0.31,0.23
16:00 - 16:15,14.02,0.78,0.86,0.0,0.0,0.2,0.2
16:15 - 16:30,15.0,0.68,0.85,0.01,0.0,0.31,0.28
16:30 - 16:45,15.36,0.61,0.77,0.01,0.0,0.36,0.38
16:45 - 17:00,15.27,0.8,0.78,0.0,0.0,0.3,0.38
17:00 - 17:15,16.63,0.75,0.79,0.0,0.0,0.29,0.31
